Launch Id,Launch Status,Launch Suborbital,Rocket Name,Rocket Organisation,Rocket Price,Rocket Payload to LEO,Location,Launch Year,Launch Year Mon,USD/kg to LEO,2021 Mult,USD/kg to LEO CPI Adjusted,Rocket Price CPI Adjusted,Dum
3086,Success,Orbital,Long March 3A,CASC,69.7,8500,"LC-2, Xichang Satellite Launch Center, China",2007,2007-02,82000,1.306874632,107163.7198,91.08916187,1
3088,Success,Orbital,Long March 3A,CASC,69.7,8500,"LC-2, Xichang Satellite Launch Center, China",2007,2007-04,82000,1.306874632,107163.7198,91.08916187,1
3089,Success,Orbital,Long March 3B/E,CASC,29.15,11500,"LC-2, Xichang Satellite Launch Center, China",2007,2007-05,25347.82609,1.306874632,33126.4309,38.09539553,1
3091,Success,Orbital,Long March 2D,CASC,29.75,3500,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2007,2007-05,85000,1.306874632,111084.3437,38.87952031,1
3093,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1974,1974-12,,5.496348884,,,1
3094,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1975,1975-04,,5.0366171,,,1
3095,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1975,1975-08,,5.0366171,,,1
3096,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1975,1975-11,,5.0366171,,,1
3097,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1976,1976-01,,4.762214411,,,1
3098,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/2, Plesetsk Cosmodrome, Russia",1976,1976-10,,4.762214411,,,1
3099,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1976,1976-12,,4.762214411,,,1
3100,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1977,1977-02,,4.471452145,,,1
3101,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1977,1977-07,,4.471452145,,,1
3102,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1977,1977-09,,4.471452145,,,1
3103,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1977,1977-12,,4.471452145,,,1
3104,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1978,1978-01,,4.155981595,,,1
3105,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/2, Plesetsk Cosmodrome, Russia",1978,1978-02,,4.155981595,,,1
3106,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1978,1978-03,,4.155981595,,,1
3107,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1978,1978-05,,4.155981595,,,1
3108,Partial Failure,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1978,1978-12,,4.155981595,,,1
3110,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/2, Plesetsk Cosmodrome, Russia",1979,1979-03,,3.732369146,,,1
3109,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1979,1979-01,,3.732369146,,,1
3111,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1979,1979-04,,3.732369146,,,1
3112,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1979,1979-05,,3.732369146,,,1
3113,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/2, Plesetsk Cosmodrome, Russia",1979,1979-10,,3.732369146,,,1
3114,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/2, Plesetsk Cosmodrome, Russia",1980,1980-01,,3.288470874,,,1
3115,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/2, Plesetsk Cosmodrome, Russia",1980,1980-01,,3.288470874,,,1
3116,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/2, Plesetsk Cosmodrome, Russia",1980,1980-05,,3.288470874,,,1
3118,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1981,1981-02,,2.980968097,,,1
3117,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1980,1980-12,,3.288470874,,,1
3120,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/2, Plesetsk Cosmodrome, Russia",1981,1981-08,,2.980968097,,,1
3119,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/2, Plesetsk Cosmodrome, Russia",1981,1981-06,,2.980968097,,,1
3121,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1981,1981-09,,2.980968097,,,1
3122,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/2, Plesetsk Cosmodrome, Russia",1982,1982-01,,2.807979275,,,1
3123,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1982,1982-03,,2.807979275,,,1
3124,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/2, Plesetsk Cosmodrome, Russia",1982,1982-04,,2.807979275,,,1
3125,Partial Failure,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/2, Plesetsk Cosmodrome, Russia",1982,1982-06,,2.807979275,,,1
3126,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1982,1982-07,,2.807979275,,,1
3127,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1982,1982-10,,2.807979275,,,1
3128,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/2, Plesetsk Cosmodrome, Russia",1983,1983-01,,2.720582329,,,1
3129,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1983,1983-03,,2.720582329,,,1
3130,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1983,1983-05,,2.720582329,,,1
3131,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1983,1983-05,,2.720582329,,,1
3132,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/2, Plesetsk Cosmodrome, Russia",1983,1983-12,,2.720582329,,,1
3133,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/2, Plesetsk Cosmodrome, Russia",1984,1984-01,,2.60798845,,,1
3134,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1984,1984-02,,2.60798845,,,1
3136,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/2, Plesetsk Cosmodrome, Russia",1984,1984-06,,2.60798845,,,1
3135,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/2, Plesetsk Cosmodrome, Russia",1984,1984-05,,2.60798845,,,1
3137,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1984,1984-09,,2.60798845,,,1
3138,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/2, Plesetsk Cosmodrome, Russia",1984,1984-10,,2.60798845,,,1
3139,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1984,1984-11,,2.60798845,,,1
3140,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/2, Plesetsk Cosmodrome, Russia",1985,1985-02,,2.51830855,,,1
3141,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/2, Plesetsk Cosmodrome, Russia",1985,1985-03,,2.51830855,,,1
3142,Failure,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 133/3, Plesetsk Cosmodrome, Russia",1985,1985-10,,2.51830855,,,1
3143,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 133/3, Plesetsk Cosmodrome, Russia",1985,1985-11,,2.51830855,,,1
3144,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1985,1985-12,,2.51830855,,,1
3145,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1986,1986-01,,2.472354015,,,1
3147,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1986,1986-06,,2.472354015,,,1
3146,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1986,1986-05,,2.472354015,,,1
3148,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/2, Plesetsk Cosmodrome, Russia",1986,1986-11,,2.472354015,,,1
3149,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1986,1986-12,,2.472354015,,,1
3150,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/2, Plesetsk Cosmodrome, Russia",1987,1987-02,,2.385299296,,,1
3151,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/2, Plesetsk Cosmodrome, Russia",1987,1987-07,,2.385299296,,,1
3152,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 133/3, Plesetsk Cosmodrome, Russia",1987,1987-10,,2.385299296,,,1
3153,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 133/3, Plesetsk Cosmodrome, Russia",1987,1987-12,,2.385299296,,,1
3154,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/2, Plesetsk Cosmodrome, Russia",1989,1989-02,,2.185241935,,,1
3155,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 133/3, Plesetsk Cosmodrome, Russia",1988,1988-07,,2.290532544,,,1
3156,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1988,1988-03,,2.290532544,,,1
3157,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/2, Plesetsk Cosmodrome, Russia",1989,1989-04,,2.185241935,,,1
3158,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/2, Plesetsk Cosmodrome, Russia",1989,1989-06,,2.185241935,,,1
3159,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 133/3, Plesetsk Cosmodrome, Russia",1989,1989-07,,2.185241935,,,1
3160,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 133/3, Plesetsk Cosmodrome, Russia",1990,1990-03,,2.073221117,,,1
3161,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 133/3, Plesetsk Cosmodrome, Russia",1990,1990-04,,2.073221117,,,1
3162,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 133/3, Plesetsk Cosmodrome, Russia",1990,1990-09,,2.073221117,,,1
3163,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 133/3, Plesetsk Cosmodrome, Russia",1991,1991-02,,1.989500734,,,1
3164,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1991,1991-04,,1.989500734,,,1
3165,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1991,1991-08,,1.989500734,,,1
3166,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 133/3, Plesetsk Cosmodrome, Russia",1991,1991-11,,1.989500734,,,1
3167,Success,Orbital,Cosmos-3M,VKS RF,,1500,"Site 133/3, Plesetsk Cosmodrome, Russia",1992,1992-02,,1.931361368,,,1
3168,Success,Orbital,Cosmos-3M,VKS RF,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1992,1992-04,,1.931361368,,,1
3169,Success,Orbital,Cosmos-3M,VKS RF,,1500,"Site 133/3, Plesetsk Cosmodrome, Russia",1992,1992-07,,1.931361368,,,1
3170,Success,Orbital,Cosmos-3M,VKS RF,,1500,"Site 133/3, Plesetsk Cosmodrome, Russia",1992,1992-10,,1.931361368,,,1
3171,Success,Orbital,Cosmos-3M,VKS RF,,1500,"Site 133/3, Plesetsk Cosmodrome, Russia",1993,1993-02,,1.875224913,,,1
3172,Success,Orbital,Cosmos-3M,VKS RF,,1500,"Site 133/3, Plesetsk Cosmodrome, Russia",1993,1993-04,,1.875224913,,,1
3173,Success,Orbital,Cosmos-3M,VKS RF,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1993,1993-11,,1.875224913,,,1
3174,Success,Orbital,Cosmos-3M,VKS RF,,1500,"Site 133/3, Plesetsk Cosmodrome, Russia",1994,1994-04,,1.828407557,,,1
3177,Success,Orbital,Cosmos-3M,VKS RF,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1995,1995-03,,1.778018373,,,1
3178,Partial Failure,Orbital,Cosmos-3M,VKS RF,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1995,1995-10,,1.778018373,,,1
3179,Success,Orbital,Cosmos-3M,VKS RF,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1996,1996-01,,1.727023582,,,1
3180,Success,Orbital,Cosmos-3M,VKS RF,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1996,1996-09,,1.727023582,,,1
3181,Success,Orbital,Cosmos-3M,VKS RF,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1996,1996-12,,1.727023582,,,1
3183,Success,Orbital,Cosmos-3M,VKS RF,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1997,1997-09,,1.688286604,,,1
3182,Success,Orbital,Cosmos-3M,VKS RF,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1997,1997-04,,1.688286604,,,1
3184,Success,Orbital,Cosmos-3M,VKS RF,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1998,1998-12,,1.662392638,,,1
3185,Success,Orbital,Cosmos-3M,VKS RF,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1999,1999-08,,1.626470588,,,1
3186,Success,Orbital,Cosmos-3M,VKS RF,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",2001,2001-06,,1.530039526,,,1
3187,Success,Orbital,Cosmos-3M,VKS RF,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",2002,2002-05,,1.506225681,,,1
3188,Success,Orbital,Cosmos-3M,VKS RF,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",2003,2003-06,,1.472663043,,,1
3189,Success,Orbital,Cosmos-3M,VKS RF,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",2004,2004-07,,1.434462679,,,1
3190,Success,Orbital,Cosmos-3M,VKS RF,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",2007,2007-09,,1.306874632,,,1
3191,Success,Orbital,Cosmos-3M,VKS RF,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",2005,2005-01,,1.387455197,,,1
3192,Success,Orbital,Cosmos-3M,VKS RF,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",2009,2009-07,,1.263045535,,,1
3193,Success,Orbital,Cosmos-3M,VKS RF,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",2010,2010-04,,1.242662435,,,1
3194,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1976,1976-06,,4.762214411,,,1
3195,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/2, Plesetsk Cosmodrome, Russia",1977,1977-03,,4.471452145,,,1
3196,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1977,1977-09,,4.471452145,,,1
3197,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1978,1978-10,,4.155981595,,,1
3199,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1981,1981-02,,2.980968097,,,1
3198,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/2, Plesetsk Cosmodrome, Russia",1979,1979-02,,3.732369146,,,1
3200,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/2, Plesetsk Cosmodrome, Russia",1979,1979-11,,3.732369146,,,1
3201,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 107/1, Kapustin Yar, Russia",1977,1977-04,,4.471452145,,,1
3202,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 107/1, Kapustin Yar, Russia",1977,1977-06,,4.471452145,,,1
3203,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1976,1976-12,,4.762214411,,,1
3204,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/2, Plesetsk Cosmodrome, Russia",1977,1977-07,,4.471452145,,,1
3205,Failure,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1977,1977-11,,4.471452145,,,1
3206,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1978,1978-03,,4.155981595,,,1
3207,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1979,1979-04,,3.732369146,,,1
3208,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1980,1980-03,,3.288470874,,,1
3209,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1980,1980-12,,3.288470874,,,1
3210,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/2, Plesetsk Cosmodrome, Russia",1982,1982-02,,2.807979275,,,1
3211,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1983,1983-10,,2.720582329,,,1
3212,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1984,1984-05,,2.60798845,,,1
3213,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1985,1985-05,,2.51830855,,,1
3214,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1986,1986-01,,2.472354015,,,1
3215,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/2, Plesetsk Cosmodrome, Russia",1986,1986-11,,2.472354015,,,1
3216,Partial Failure,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/2, Plesetsk Cosmodrome, Russia",1987,1987-01,,2.385299296,,,1
3217,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1987,1987-06,,2.385299296,,,1
3218,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 133/3, Plesetsk Cosmodrome, Russia",1991,1991-02,,1.989500734,,,1
3219,Success,Orbital,Cosmos-3M,VKS RF,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1992,1992-03,,1.931361368,,,1
3220,Success,Orbital,Cosmos-3M,VKS RF,,1500,"Site 133/3, Plesetsk Cosmodrome, Russia",1993,1993-01,,1.875224913,,,1
3221,Success,Orbital,Cosmos-3M,VKS RF,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1995,1995-07,,1.778018373,,,1
3222,Success,Orbital,Cosmos-3M,VKS RF,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1995,1995-01,,1.778018373,,,1
3223,Partial Failure,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1981,1981-09,,2.980968097,,,1
3224,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 107/1, Kapustin Yar, Russia",1979,1979-06,,3.732369146,,,1
3225,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 107/1, Kapustin Yar, Russia",1981,1981-11,,2.980968097,,,1
3226,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/2, Plesetsk Cosmodrome, Russia",1981,1981-12,,2.980968097,,,1
3227,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1982,1982-06,,2.807979275,,,1
3228,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/2, Plesetsk Cosmodrome, Russia",1983,1983-03,,2.720582329,,,1
3229,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/2, Plesetsk Cosmodrome, Russia",1984,1984-06,,2.60798845,,,1
3230,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 133/3, Plesetsk Cosmodrome, Russia",1989,1989-07,,2.185241935,,,1
3231,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/2, Plesetsk Cosmodrome, Russia",1990,1990-02,,2.073221117,,,1
3232,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 133/3, Plesetsk Cosmodrome, Russia",1991,1991-03,,1.989500734,,,1
3233,Success,Orbital,Cosmos-3M,VKS RF,,1500,"Site 133/3, Plesetsk Cosmodrome, Russia",1994,1994-07,,1.828407557,,,1
3234,Success,Orbital,Cosmos-3M,VKS RF,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1998,1998-12,,1.662392638,,,1
3236,Success,Orbital,Cosmos-3M,VKS RF,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",2002,2002-09,,1.506225681,,,1
3235,Success,Orbital,Cosmos-3M,VKS RF,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",2000,2000-06,,1.573577236,,,1
3237,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/2, Plesetsk Cosmodrome, Russia",1989,1989-02,,2.185241935,,,1
3238,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 132/2, Plesetsk Cosmodrome, Russia",1990,1990-02,,2.073221117,,,1
3239,Success,Orbital,Cosmos-3M,RVSN USSR,,1500,"Site 133/3, Plesetsk Cosmodrome, Russia",1991,1991-01,,1.989500734,,,1
3240,Success,Orbital,Cosmos-3M,VKS RF,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",1994,1994-08,,1.828407557,,,1
3241,Success,Orbital,Cosmos-3M,VKS RF,,1500,"Site 107/1, Kapustin Yar, Russia",1999,1999-04,,1.626470588,,,1
3242,Success,Orbital,Cosmos-3M,VKS RF,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",2000,2000-07,,1.573577236,,,1
3243,Failure,Orbital,Cosmos-3M,VKS RF,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",2000,2000-11,,1.573577236,,,1
3244,Success,Orbital,Cosmos-3M,VKS RF,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",2002,2002-11,,1.506225681,,,1
3245,Success,Orbital,Cosmos-3M,VKS RF,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",2003,2003-09,,1.472663043,,,1
3246,Success,Orbital,Cosmos-3M,VKS RF,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",2005,2005-10,,1.387455197,,,1
3247,Success,Orbital,Cosmos-3M,VKS RF,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",2006,2006-12,,1.344097222,,,1
3248,Success,Orbital,Cosmos-3M,VKS RF,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",2007,2007-07,,1.306874632,,,1
3249,Success,Orbital,Cosmos-3M,VKS RF,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",2007,2007-11,,1.306874632,,,1
3250,Success,Orbital,Cosmos-3M,VKS RF,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",2008,2008-03,,1.258551901,,,1
3251,Success,Orbital,Cosmos-3M,VKS RF,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",2008,2008-07,,1.258551901,,,1
3252,Success,Orbital,Cosmos-3M,VKS RF,,1500,"Site 132/1, Plesetsk Cosmodrome, Russia",2008,2008-06,,1.258551901,,,1
3253,Success,Orbital,Dnepr,Kosmotras,29,4500,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",1999,1999-04,64444.44444,1.626470588,104816.9935,47.16764706,1
3254,Success,Orbital,Dnepr,Kosmotras,29,4500,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",2000,2000-09,64444.44444,1.573577236,101408.3107,45.63373984,1
3255,Success,Orbital,Dnepr,Kosmotras,29,4500,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",2002,2002-12,64444.44444,1.506225681,97067.87722,43.68054475,1
3256,Success,Orbital,Dnepr,Kosmotras,29,4500,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",2004,2004-06,64444.44444,1.434462679,92443.1504,41.59941768,1
3257,Success,Orbital,Dnepr,Kosmotras,29,4500,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",2005,2005-08,64444.44444,1.387455197,89413.77937,40.23620072,1
3258,Success,Orbital,Dnepr,Kosmotras,29,4500,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",2010,2010-06,64444.44444,1.242662435,80082.69028,36.03721062,1
3259,Success,Orbital,Dnepr,Kosmotras,29,4500,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",2010,2010-04,64444.44444,1.242662435,80082.69028,36.03721062,1
3260,Success,Orbital,Dnepr,Kosmotras,29,4500,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",2009,2009-07,64444.44444,1.263045535,81396.26783,36.62832052,1
3261,Success,Orbital,Dnepr,Kosmotras,29,4500,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",2008,2008-08,64444.44444,1.258551901,81106.67808,36.49800514,1
3262,Success,Orbital,Dnepr,Kosmotras,29,4500,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",2007,2007-06,64444.44444,1.306874632,84220.80963,37.89936434,1
3263,Success,Orbital,Dnepr,Kosmotras,29,4500,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",2007,2007-04,64444.44444,1.306874632,84220.80963,37.89936434,1
3264,Failure,Orbital,Dnepr,Kosmotras,29,4500,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",2006,2006-07,64444.44444,1.344097222,86619.59877,38.97881944,1
3265,Success,Orbital,Dnepr,Kosmotras,29,4500,"Site 370/13, Yasny Cosmodrome, Russia",2006,2006-07,64444.44444,1.344097222,86619.59877,38.97881944,1
3266,Success,Orbital,Dnepr,Kosmotras,29,4500,"Site 370/13, Yasny Cosmodrome, Russia",2007,2007-06,64444.44444,1.306874632,84220.80963,37.89936434,1
3267,Success,Orbital,Dnepr,Kosmotras,29,4500,"Site 370/13, Yasny Cosmodrome, Russia",2008,2008-10,64444.44444,1.258551901,81106.67808,36.49800514,1
3268,Success,Orbital,Dnepr,Kosmotras,29,4500,"Site 370/13, Yasny Cosmodrome, Russia",2010,2010-06,64444.44444,1.242662435,80082.69028,36.03721062,1
